Package,Version
BayesDecon,0.1.6
BayesDesign,0.1.1
bayesdfa,1.3.4
bayesDiagnostics,0.1.0
BayesDIP,0.1.1
BayesDissolution,0.2.1
bayesDP,1.3.8
bayesefa,0.0.0.6
bayesEO,0.2.2
BayesERtools,0.2.7
BayesESS,0.1.19
bayesestdft,1.0.0
BayesFactor,0.9.12-4.8
BayesFBHborrow,2.0.10
BayesFluxR,0.1.3
BayesFM,0.1.7
BayesfMRI,0.11.0
bayesforecast,1.0.5
BayesForge,0.0.1
BayesFR,1.0.1
bayesGARCH,2.1.10
BayesGmed,0.0.3
BayesGP,0.1.3
BayesGPfit,1.1.0
BayesGrowth,1.0.0
BayesGWQS,0.1.1
bayesian,1.0.1
BayesianDEB,0.2.1
BayesianDisaggregation,0.2.1
bayesianETAS,2.0.1
BayesianFitForecast,1.1.0
Bayesiangammareg,0.1.1
BayesianInference,0.0.1
BayesianLasso,0.4.1
BayesianLaterality,0.1.2
BayesianMCPMod,1.3.2
BayesianMediationA,1.0.1
BayesianNetwork,0.4
bayesianOU,0.2.0
BayesianPlatformDesignTimeTrend,1.2.3
BayesianPower,0.2.3
BayesianQDM,0.1.0
BayesianReasoning,0.4.3
bayesiansurpriser,0.1.0
BayesianTools,0.1.9
Bayesiantreg,1.0.1
bayesianVARs,0.1.8
bayesics,2.1.1
bayesImageS,0.7-1
BayesLCA,1.9
bayesLife,5.3-1
bayeslist,0.0.1.6
bayeslm,2.0
BayesLN,0.2.12
BayesLogit,2.4
bayeslongitudinal,0.1.0
bayesm,3.1-7
BayesMallows,2.2.7
BayesMallowsSMC2,0.3.0
bayesMeanScale,0.2.2
bayesmeta,3.5
BayesMFSurv,0.1.0
bayesMig,1.0-0
bayesmix,0.7-6
BayesMixSurv,0.9.3
bayesmlogit,1.0.1
BayesMoFo,0.1.0
BayesMortalityPlus,1.0.0
bayesmove,0.2.4
bayesMRM,2.4.0
bayesmsm,1.0.0
BayesMultiMode,1.0.0
BayesMultMeta,0.1.1
bayesnec,2.1.3.1
BayesNetBP,1.6.1
BayesNSGP,0.2.0
BayesPET,0.1.0
BayesPieceHazSelect,1.1.0
BayesPIM,1.0.1
bayesplay,0.9.3
bayesplot,1.15.0
bayespm,0.2.0
bayespmtools,0.0.2
bayesPO,0.5.0
BayesPocket,0.1.0
bayesPop,12.0-1
BayesPostEst,0.4.0
BayesPower,1.0.5
BayesPPD,1.1.3
BayesPPDSurv,1.0.3
BayesPPR,0.1.0
BayesProject,1.0
bayesqm,0.1.0
bayesQR,2.4
bayesQRsurvey,0.2.2
bayesRecon,1.0.1
bayesreg,1.3
BayesRegDTR,1.1.2
Bayesrel,0.7.8
BayesRep,0.42.2
BayesRepDesign,0.42
bayesROE,0.2
BayesRS,0.1.3
BayesRTMB,0.2.1
bayesrules,0.0.3
BayesS5,1.41
BayesSampling,1.1.0
BayesSenMC,0.1.5
BayesSIM,1.0.4
bayesSSM,0.7.1
BayesSUR,2.3-3
bayesSurv,3.8
BayesSurvival,0.2.0
BayesSurvive,0.1.0
bayest,1.5
bayestestR,0.18.1
bayesTFR,7.4-4
BayesTools,0.3.0
BayesTree,0.3-1.5
BayesTreePrior,1.0.1
BayesTSM,1.0.1
BayesTwin,1.0
BayesVarSel,2.4.5
bayesvl,1.0.0
BayesVolcano,1.0.1
bayesWatch,0.1.4
BayesX,0.3-3
BayesXsrc,3.0-7.1
bayesZIB,0.0.5
bayfoxr,0.0.1
baygel,0.3.0
BayLum,0.3.3
bayMDS,2.1
baymedr,0.2
bayou,2.3.2
bayprior,0.2.12
baystability,0.2.0
BAYSTAR,0.2-10
baytaAAR,1.0.3
baytrends,2.0.14
BB,2026.1.0
bbdetection,1.0
BBEST,0.1-8
BBI,0.3.0
bbk,0.11.0
bbknnR,2.0.2
bbl,1.0.0
BBmisc,1.13.1
bbmix,1.0.0
bbmle,1.0.25.1
bbnet,1.2.1
bbotk,1.11.0
bbreg,2.0.2
bbssr,1.0.2
bbw,0.3.1
bc3net,1.0.5
BCA1SG,0.1.0
bcaboot,0.2-3
BCBCSF,1.0-2
bcc,1.5
BCC1997,0.1.1
BCClong,1.0.3
bccp,0.5.0
BCD,0.1.1
BCDAG,1.1.4
bcdata,0.5.2
BCEA,2.4.83
BCEE,1.3.2
bcf,2.0.2
BCFM,1.0.0
bcfrailph,0.1.2
bcfrailphdv,0.1.2
BCgee,0.1.1
BCHM,1.00
Bchron,4.7.8
bclogit,1.1
bcmaps,2.3.0
bcmixed,0.1.6
bcp,4.0.4
bcpa,1.3.2
bcputility,0.4.6
BCRA,2.1.2
bcROCsurface,1.0-6
bcRP,1.0.2
bcrypt,1.2.1
BCSreg,1.1.1
bcv,1.0.2
bda,19.1.3
BDAlgo,0.1.0
bdc,1.1.6
bddkR,0.1.1
bdDwC,0.1.15
bde,1.0.1.1
BDEsize,1.6
bdf3,0.1.1
BDgraph,2.74
bdl,1.0.5
bdlim,0.5.0
bdlnm,0.1.1
bdlp,0.9-2
bdots,2.0.0
bdpar,3.1.0
bdpv,1.4
bdrc,2.0.1
bdribs,1.0.4.1
bdscale,2.0.0
bdsm,0.3.0
bdsmatrix,1.3-7
bdsvd,1.2.1
BDWreg,1.3.0
bea.R,1.0.6
BEACH,1.3.2
beadplexr,0.5.0
beakr,0.4.4
beam,2.0.4
bean,0.2.2
beanplot,1.3.1
beans,0.1.0
bearishTrader,1.0.2
beast,1.2
beastier,2.5.2
BeastJar,10.5.1
beastt,0.0.3
beautier,2.6.12
beautils,0.2.0
beaver,1.0.0
BED,1.6.3
BEDASSLE,1.6.1
BEDMatrix,2.0.4
bedr,1.1.5
bedrockbio,2.0.0
BeeBDC,1.3.4
beeca,0.2.0
BeeGUTS,1.5.0
beepr,2.0
beeswarm,0.4.0
beezdemand,0.2.0
beezdiscounting,0.3.2
befproj,0.1.1
behaviorchange,25.8.0
behavr,0.3.3
BEKKs,1.4.7
belex,0.1.0
belg,1.5.3
BElikelihood,1.1
bellreg,0.0.2.2
BEMPdata,0.2.3
bench,1.1.4
benchden,1.0.8
Benchmarking,0.33
benchmarkme,1.0.8
benchmarkmeData,2.0.0
BEND,2.0.1
benford,1.0.1
benford.analysis,0.1.5
BenfordTests,1.2.0
bennu,0.3.2
bentcableAR,0.3.1
benthos,2.0-0
BeQut,0.1.0
Bergm,5.0.7
BerkeleyForestsAnalytics,3.0.1
Bernadette,1.1.6
berryFunctions,1.22.13
BERTopic,0.1.0
bertopicr,0.3.6
bespatial,0.1.3
BeSS,2.0.4
Bessel,0.7-0
bestglm,0.37.3
besthr,0.4.0
Bestie,0.1.5
bestNormalize,1.9.2
BESTree,0.5.2
bestSDP,0.1.2
BET,0.5.4
betaARMA,1.2.0
betaBayes,1.0.1
BetaBit,2.2
betacal,0.1.0
betaclust,1.0.5
BetaDanish,0.2.0
betaDelta,1.0.7
betafunctions,1.9.0
betaMC,1.3.4
betaNB,1.0.7
betapart,1.6.1
BetaPASS,1.1-2
betaper,1.1-3
betareg,3.2-4
betaregscale,2.6.9
betaSandwich,1.0.9
betaselectr,0.2.1
betaStability,0.0.4
betategarch,3.4
bethel,0.2
bets.covid19,1.0.0
BetterReg,0.3.0
BeviMed,7.0
bewrs,0.1.1
bexy,0.1.3
BeyondBenford,1.4
beyondWhittle,1.3.1
bezier,1.1.2
bfast,1.7.2
bfbin2arm,0.1.5
bfboin,0.1.1
bfboinet,1.1.0
bfcluster,1.0.0
BFF,5.0.0
BFI,3.1.0
BFM,0.2.11
bfp,0.0-50
BFpack,1.6.0
bfpwr,0.1.6
BFS,0.7.2
bfsl,0.2.0
bfsMaps,1.99.4
bfw,0.4.2
BGData,2.4.1
bgev,0.2
bgeva,0.3-1
BGFD,0.1
BGGE,0.6.5
BGGM,2.1.6
bggum,1.0.2
BGLR,1.1.4
bgmfiles,0.1.0
BGmisc,1.6.0.1
bgms,0.1.6.3
BGPhazard,2.1.1
bgumbel,0.0.3
BGVAR,2.5.9
bgw,0.1.4
BH,1.90.0-1
BHAI,0.99.2
Bhat,0.9-12
bhetGP,1.0.2
bhm,1.19
bhmbasket,1.1.0
BHMSMAfMRI,2.3
bhpm,1.8.1
BHSBVAR,3.1.3
BI,1.2.0
BiasCorrector,0.2.3
BiasedUrn,2.0.12
bib2df,1.1.2.0
biblio,0.0.12
bibliometrix,5.4.1
bibliometrixData,0.3.0
biblionetwork,0.1.0
bibliorefer,0.1.3
biblioverlap,1.0.2
bibnets,0.6.0
BibPlots,0.0.8
bibtex,0.5.2
BiCausality,0.1.4
BICORN,0.1.0
BiDAG,2.1.4
bidask,2.1.5
BiDimRegression,2.0.1
BIDistances,0.1.3
bidser,0.5.0
bidsr,0.1.1
bidux,0.4.0
BIEN,1.2.8
BifactorIndicesCalculator,0.2.2
bife,0.7.3
BIFIEsurvey,3.8.0
bifrost,0.1.4
bifurcatingr,2.1.0
bigalgebra,3.1.0
biganalytics,1.1.22
bigANNOY,0.3.0
bigassertr,0.2.0
bigBits,1.4
bigD,0.3.1
bigdatadist,1.1
BigDataPE,0.1.0
BigDataStatMeth,2.0.3
BIGDAWG,3.1.0
bigDM,0.5.7
bigergm,1.2.6
bigGP,0.1.9
bigKNN,0.3.0
BIGL,1.9.3
biglasso,1.6.1
bigleaf,0.8.2
biglm,0.9-3
biglmm,0.9-3
bigmatch,0.6.4
bigmds,3.0.0
bigmemory,4.6.6
bigmemory.sri,0.1.8
bigMICE,1.0.0
bignum,0.3.2
bigparallelr,0.3.2
bigPCAcpp,0.9.1
bigPLScox,0.8.1
bigPLSR,0.7.2
BIGpopA,1.0.5
bigQF,1.6
BigQuic,1.1-13
BIGr,0.7.2
bigreadr,0.2.5
bigReg,0.1.5
bigrquery,1.6.2
bigrquerystorage,1.2.2
bigsimr,0.12.0
bigsnpr,1.12.21
bigsparser,0.7.3
bigsplines,1.1-1
bigstatsr,1.6.2
bigstep,1.1.2
bigSurvSGD,0.0.1
bigtabulate,1.1.9
bigtcr,1.1
bigtime,0.2.3
bigutilsr,0.3.11
BigVAR,1.1.5
bikeshare14,0.1.4
bikm1,1.1.0
bild,1.2-1
billboard,0.1.0
billboarder,0.5.1
bimets,4.1.2
BimodalIndex,1.1.11
bin2norm,0.1.1
binancer,1.2.0
Binarize,1.3.2
BinarybalancedCut,0.2
BinaryDosage,2.0.0
BinaryEMVS,0.1
BinaryEPPM,3.0
binaryGP,0.2
BinaryReplicates,1.0.0
binaryRL,0.9.9
binb,0.0.8
BINCOR,0.2.1
binda,1.0.4
bindata,0.9-24
bindr,0.1.3
bindrcpp,0.2.4
binequality,1.0.4
binest,0.2-1
binford,0.1.0
binfunest,0.1.0
bingadsR,0.1.0
binGroup,2.2-3
BinGSD,1.1
binhf,1.0-3
binman,0.1.3
BinMat,0.1.6
binMto,0.0-7
BinNonNor,1.5.3
BinNor,2.3.4
binom,1.1-1.1
binomCI,1.3
binomialtrend,0.0.0.3
BinOrdNonNor,1.5.2
binovisualfields,0.1.1
binpackr,0.2.0
binr,1.1.2
BinSegBstrap,1.0-1
binsegRcpp,2025.5.13
binseqtest,1.0.4
binsmooth,0.2.2
binspp,0.2.4
binsreg,2.1
binst,0.2.1
BINtools,0.2.0
binxr,0.1.1
bio.infer,1.3-6
bio3d,2.4-5
bioacoustics,0.2.10
BiObjClass,0.1.0
biobricks,0.2.2
bioC.logs,1.2.1
bioclim,0.4.0
BiocManager,1.30.27
biocompute,1.1.1
BioCro,3.3.1
Biodem,0.5
BiodiversityR,2.17-4
biodosetools,3.7.2
BIOdry,0.9.1
BIOEFIC,0.1.1
biogas,1.64.0
biogeom,1.5.1
biogram,1.6.3
biogrowth,1.0.8
BioGSP,1.0.0
Bioi,0.2.10
bioimagetools,1.1.9
bioinactivation,1.3.1
BioIndex,0.6.4
BioInsight,0.3.1
bioLeak,0.3.8
biolink,0.1.8
biologicalActivityIndices,0.1.0
BioM2,1.1.3
biomartr,1.0.7
BIOMASS,2.2.7-1
biometrics,1.0.4
biometryassist,1.5.0
biomod2,4.3-4-6
BioMonTools,1.2.4
BioMoR,0.1.1
bionetdata,1.1
BioPET,0.2.2
BioPETsurv,0.1.0
biopixR,1.2.0
BioPred,1.0.2
BioProbability,1.0
bioRad,0.12.0
bioregion,1.4.0
BioRssay,1.1.0
Bios2cor,2.2.2
bios2mds,1.2.3
biosampleR,1.0.4
biosensors.usc,1.0
bioseq,0.1.5
biosignalEMG,2.1.0
bioSNR,1.0
biospear,1.0.2
biostat3,0.2.3
BioStatR,4.1.1
biostats,1.1.2
biostats101,0.1.1
BiostatsUHNplus,1.0.4
BioThermR,0.1.1
biotic,0.1.2
BioTIMEr,0.3.2
biotools,4.3
BioTooltipR,0.1.0
BioTrajectory,1.1.0
BioUtils,0.1.3
BioVenn,1.1.3
BioVizSeq,1.0.5
BioWorldR,0.1.0
bipartite,2.24
bipartiteD3,0.3.2
BipartiteModularityMaximization,1.23.120.1
bipd,0.3
bipl5,1.0.2
biplotbootGUI,1.3
biplotEZ,2.2
BiplotGUI,0.0-12
BiplotML,1.1.1
birankr,1.0.1
birdcolors,1.0.1
birddog,1.0.4
birdie,0.7.1
birdnetR,0.3.2
birdring,1.6
birdscanR,0.3.0
birk,2.1.2
birtr,1.0.0
BIS,0.4
biscale,1.1.0
BISdata,0.2-3
bispdep,1.0-2
bistablehistory,1.1.4
bit,4.6.0
bit64,4.8.2
bitfield,1.0.0
bitmexr,0.3.3
bitops,1.0-9
bitriad,0.4
BiTrinA,1.3.2
BiTSLS,0.1.0
bitstreamio,0.1.0
bittermelon,2.3.1
bivarhr,0.1.6
BiVariAn,1.0.3
Bivariate.Pareto,1.0.3
bivariateLeaflet,0.1.0
bivariatemaps,1.7
BivGeo,2.1.1
bivgeom,1.0
BivLaplaceRL,1.0.0
bivpois,1.2
BivRec,1.2.1
BivRegBLS,1.1.1
bivrp,1.2-2
BivUnifBin,1.3.3
biwavelet,0.20.22
biwt,1.0.1
bizdays,1.0.17
bizicount,1.3.4
BJM,0.1.0
bkmr,0.2.2
bkmrhat,1.1.7
BKP,0.3.0
BKPC,1.0.2
BKTR,0.2.0
BLA,1.0.2
blackbox,1.1.54
blackmarbler,0.2.5
blaise,1.3.11
BlakerCI,1.0-6
BlandAltmanLeh,0.3.1
blandr,0.6.0
BlanketStatsments,0.1.3
blapsr,0.7.0
blaster,1.0.9
blastula,0.3.6
blatent,0.1.3
blatr,1.0.1
blavaan,0.5-10
Blend,0.1.2
blendR,1.0.0
blends,0.1.2
Blendstat,1.0.6
blindrecalc,1.1.1
blindspiker,0.2.1
blink,1.1.0
blisa,0.2.0
bliss,1.1.1
blm,2022.0.0.1
blme,1.0-7
blmeco,1.4
BLMEngineInR,0.1.7
BLModel,1.0.2
blob,1.3.0
BlockCov,0.1.1
blockCV,3.2-0
blockedFF,0.1.0
blockForest,0.2.7
blocking,1.0.3
blocklength,0.2.2
blockmatrix,1.0
BlockMissingData,0.1.1
blockmodeling,1.1.8
BlockmodelingGUI,1.8.4
blockmodels,1.1.5
blockr,0.1.0
blockr.core,0.1.2
blockr.dag,0.1.2
blockr.dock,0.1.1
blockr.dplyr,0.1.0
blockr.ggplot,0.1.0
blockr.io,0.1.0
blockrand,1.5
blockRAR,1.0.3
blocksdesign,4.9
blockstrap,1.0.0
blockTools,0.6.6
blockwise,0.1.2
BlockwiseRankTest,0.1.0
blocs,0.1.1
blogdown,1.24
BLOQ,0.1-2
blorr,0.3.1
blosc,0.1.2
blox,0.0.1
BLPestimatoR,0.3.4
BLR,1.6
blrm,1.0-2
BLRShiny,0.1.0
BLRShiny2,0.1.0
blsBandit,0.1
BLSloadR,0.4.6
BLSM,0.1.0
blsR,0.5.0
bluebike,0.0.3
BlueCarbon,0.1.1
blvim,0.1.1
BlythStillCasellaCI,1.1.0
BMA,3.18.21
bmabart,2.0
BMAmevt,1.0.5
bmass,1.0.3
bmco,0.1.0
BMconcor,2.0.0
bmem,2.2
BMEmapping,1.2.2
bmemLavaan,0.7
bmet,0.1.0
bmgarch,2.1.0
bmggum,0.1.0
BMisc,1.4.9
BMIselect,1.0.3
bmixture,1.7
bml,0.9.0
bmlm,1.3.15
bmm,1.3.1
bmp,0.3.1
BMRMM,1.0.1
BMS,0.3.5
bmstdr,0.8.2
BMT,0.1.3
bnclassify,0.4.8
bndovb,1.1
bnlearn,5.1
bnma,1.6.1
bnmonitor,0.2.2
bnns,1.0.0
bnnSurvival,0.1.5
bnpa,0.3.0
BNPmix,1.2.1
bnpMTP,1.0.0
bnpsd,1.3.13
BNPTSclust,2.0
bnRep,0.0.6
BNrich,0.1.1
BNSP,2.2.3
bnstruct,1.0.15
bnviewer,0.1.6
boa,1.1.8-2
BoardGames,1.0.0
bodenmiller,0.1.1
bodsr,0.1.0
bodycomp,1.0.0
bodycompref,2.0.1
boe,0.3.0
boggy,0.0.1
boids4R,0.3.1
boilerpipeR,1.3.2
boilerplate,1.3.0
BOIN,2.7.2
boinet,1.5.0
boiwsa,1.1.4
BOJ,0.3.4
bolasso,0.5.0
BOLDconnectR,1.0.0
bolder,0.1.1
bolsec,0.1.1
Bolstad,0.2.42
Bolstad2,1.0-29
bolt4jr,1.4.0
BoltzMM,0.1.5
bondAnalyst,1.0.1
BondValuation,0.1.1
BoneDensityMapping,0.1.4
BoneProfileR,4.0
BonEV,1.0
bonn,1.0.3
bonsai,0.4.1
bonsaiforest,0.1.1
booami,0.1.3
boodd,0.1
boodist,1.0.0
bookdown,0.47
booklet,1.0.0
BoolNet,2.1.9
Boom,0.9.16
BoomSpikeSlab,1.2.7
boostingDEA,0.1.0
boostmath,1.4.0
BoostMLR,1.0.3
boostmtree,2.0.0
boostrq,1.0.0
boot,1.3-32
boot.heterogeneity,1.1.5
boot.pval,0.7.0
bootcluster,0.4.3
bootComb,1.1.2
bootCT,2.1.0
bootES,1.3.1
bootf2,0.4.1
bootGOF,0.1.1
bootImpute,1.3.0
bootkmeans,1.0.0
bootLR,1.0.2
bootLRTpairwise,0.2.0
bootmlm,0.1.1
BootMRMR,0.1
bootnet,1.8
bootPLS,1.2.0
BootPR,1.0
bootruin,1.2-4
bootStateSpace,1.0.3
bootStepAIC,1.4-0
bootstrap,2019.6
bootstrapFP,0.4.6
BootstrapQTL,1.0.5
BootstrapTests,0.1.0
bootsurv,0.0.1
bootSVD,1.2
bootUR,1.0.5
bootwar,0.2.1
BootWPTOS,1.2.1
BOP2FE,1.0.3
Boptbd,1.0.7
boral,2.0.3
BORG,0.3.1
borrowr,0.2.0
Boruta,10.0.0
bosfr,0.1.0
BosonSampling,0.1.5
BoSSA,3.7
bossR,1.0.4
botor,0.4.1
BoundaryStats,2.3.0
BoundEdgeworth,0.1.3
boundedur,1.0.1
boundingbox,1.0.1
BoundIRT,0.5.0
boussinesq,1.0.6
boutliers,2.1-3
BoutrosLab.plotting.general,7.1.5
box,1.2.2
box.linters,0.10.7
box.lsp,0.1.4
boxcoxmix,0.46
boxfilter,0.2
boxly,0.1.2
boxplotcluster,0.3
boxplotdbl,1.4.0
boxr,0.3.7
boxTest,0.1.0
bp,2.1.1
bpa,0.1.1
bpAcc,0.0-2
bpbounds,0.1.7
bpca,1.5-0
bpcp,1.5.1
bpDir,0.1.2
bpgmm,1.3.1
bplsr,1.0.5
BPM,1.0.0
bpmnVisualizationR,0.5.0
bpnreg,2.0.3
bpp,1.0.6
bpr,1.0.8
BPrinStratTTE,0.0.7
bptips,0.1.0
bpvars,2.0
bqror,1.7.1
bqtl,1.0-39
BRACE,0.1.0
bracer,1.2.2
bracketeer,0.1.1
BRACoD.R,0.0.2.0
brada,1.0
BradleyTerry2,1.1.3
braggR,0.1.1
braidReports,1.0.5
braidrm,1.0.6
braids,1.0.0
BrainCon,0.3.0
brainGraph,3.1.2
brainKCCA,0.1.0
BrainNetTest,0.2.1
brainR,1.7.0
BranchGLM,3.0.1
Branching,0.9.7
branchingprocess,0.1.0
brand.yml,0.1.0
brandr,0.1.0
brandwatchR,0.3.0
brant,0.3-0
braQCA,1.4.11.27
brar,0.1
brassica,1.0.3
bravo,4.1.0
BrazilCrime,0.3.0
BrazilDataAPI,0.3.0
BrazilMet,0.4.0
BRcal,1.0.1
brclimr,0.2.0
BRCore,2.0.7
brea,0.4.2
bread,0.4.1
BREADR,1.1.0
breakaway,4.8.4
breakDown,0.2.2
breakfast,2.5
BreakPoints,1.2
breathtestcore,0.8.10
breathteststan,0.8.9
bReeze,0.4-4
bregr,1.4.0
BRETIGEA,1.0.3
brew,1.0-10
brfinance,0.8.0
brglm,0.7.3
brglm2,1.1.0
brickset,2026.0.0
brickster,0.2.13
bridgedist,0.1.3
bridger2,0.1.0
bridgesampling,1.2-1
bridgr,0.1.2
brif,1.4.1
brightspaceR,0.1.0
briKmeans,1.0
BRINDA,0.1.5
brinton,0.2.7
brio,1.1.5
briqr,0.1.0
BRISC,1.0.6
brisk,0.1.1
BRL,0.1.0
brm,1.1.1
brms,2.23.0
brms.mmrm,1.1.1
brmsmargins,0.3.0
brnn,0.9.4
broadcast,0.1.9
Brobdingnag,1.2-9
BrokenAdaptiveRidge,1.0.2
brokenstick,2.7.0
brolgar,1.0.2
broman,0.96
broom,1.0.13
broom.helpers,1.22.0
broom.mixed,0.2.9.7
brotli,1.3.2
BRPL,1.0.2
Brq,3.0
BRRAT,0.0.2
brsim,0.3
bruceR,2026.1
brulee,1.1.0
bruneimap,0.3.1
brunnermunzel,2.0
brxx,0.1.2
bs4cards,0.1.1
bs4Dash,2.3.5
bs4Dashkit,0.2.0
BSagri,0.1-10
bsamGP,1.2.7
bscui,0.1.6
BSDA,1.2.2
bsearchtools,0.0.61
BSET,1.0
bsgof,0.23.8
BSGW,0.9.4
bshazard,1.2
bSi,1.0.0
bsicons,0.1.2
bSims,0.3-3
bsitar,0.3.3
bskyr,0.4.0
BSL,3.2.6
bslib,0.11.0
BsMD,2023.920
bsnsing,1.0.1
bsocialv2,0.2.1
BSPADATA,1.1.0
BSPBSS,1.0.6
bspcov,1.0.3
bspec,1.6
bspline,2.5.1
BsplineQuantReg,0.1.0
bsplus,0.1.5
bspm,0.5.8
bsreg,0.0.2
BSS,0.1.0
BSSasymp,1.2-4
bssbinom,1.0.0
bssm,2.0.3
BSSoverSpace,0.1.0
BSSprep,0.1
bst,0.3-24
BSTFA,0.1.0
bsTools,1.0.5
bstrl,1.0.2
bsts,0.9.11
BSTZINB,2.0.1
bsub,2.0.7
bsvars,3.2
bsvarSIGNs,2.0
BSW,0.1.2
bsynth,1.0
btb,0.2.2
BTdecayLasso,0.1.1
btergm,1.11.1
BTIME,1.0.1
BTLLasso,0.1-14
BTM,0.3.8
btml,0.4.0
btrm,0.2.0
BTSPAS,2024.11.1
BTSR,1.0.2
BTtest,0.10.3
BTTL,1.0.0
btw,1.3.0
BTWAR,1.0.1
BTYD,2.4.3
bubbleHeatmap,0.1.1
bubblyr,0.1.2
BUCSS,1.2.1
Buddle,2.0.2
budgetIVr,0.1.2
buildmer,2.13
buildr,0.1.1
BuildSys,1.1.2
bujar,0.2-11
bulkQC,1.1
bulkreadr,1.2.2
bulletcp,1.0.0
bullishTrader,1.0.1
bullseye,1.0.1
bullwhipgame,0.1.0
bumbl,1.0.4
bumblebee,0.1.0
bunching,0.8.6
bunchr,1.2.1
bunddev,0.2.3
bundesbank,0.1-12
bundesligR,0.1.0
bundle,0.1.3
bunsen,0.1.0
buoyant,0.1.0
bupaR,1.0.1
burgle,0.1.2
burnr,0.6.1
bursa,0.1.0
BurStFin,1.3
BurStMisc,1.1
bursts,1.0-2
busdater,0.2.0
bushtucker,0.1.0
BusinessDuration,0.2.0
businessPlanR,0.1-0
butcher,0.4.0
butterfly,1.1.2
butterflyOptions,1.0.1
ButtR,1.1.1
BuyseTest,3.3.9
buzzMed,0.1.2
Bvalue,1.0
BVAR,1.0.5
bvarnet,1.0.1
bvars,1.0
bvarsv,1.1
bvartools,0.2.4
BVARverse,0.0.1
bvhar,2.4.1
bvls,1.4
bvpa,1.0.0
bwd,0.1.0
bWGR,2.2.17
BWGS,0.2.1
bwimage,1.3
BwQuant,0.1.0
bws,0.1.0
BWStest,0.2.3
bysykkel,0.3.1
bytescircle,1.1.2
bzinb,1.0.8
c060,0.5-0
C19dNUTS,1.0.1
c212,1.0.1
c2c,0.1.0
c2z,0.2.0
c3,0.3.0
c3dr,0.2.0
c3net,1.1.1.1
C443,3.4.0
C50,0.2.0
ca,0.71.1
CA3variants,3.3.1
cABCanalysis,1.0.1
cabinets,0.6.0
cabootcrs,2.1.0
cacc,0.1.1
cache,0.0.3
cachem,1.1.0
cacIRT,1.4
CaDENCE,1.2.5
CADF,0.1
CADFtest,0.3-3
caesar,1.1.0
CAESAR.Suite,0.3.0
caffsim,0.2.2
CAFT,0.1.0
CAGR,1.1.1
cAIC4,1.1
CAinterprTools,1.1.0
Cairo,1.7-0
cairovolt,1.0.0
CAISEr,1.0.17
calACS,2.2.2
CALANGO,1.0.20
calba,0.1.2
calcal,1.0.4
calcite,1.0.0
CalcThemAll.PRM,1.1.1
calculus,1.1.0
calcUnique,0.1.2
calendar,0.2.0
calendR,1.2
calendRio,0.2.1
CALF,1.0.17
CALIBERrfimpute,1.0-8
calibmsm,1.1.3
calibrar,0.9.0
calibrate,1.7.7
calibrateBinary,0.1
CalibrateSSB,1.4.0
calibrationband,0.2.1
CalibrationCurves,3.1.0
calibrator,1.2-8
CalibratR,0.1.2
calidad,0.8.2
callback,0.1.3
callme,0.1.11
callr,3.8.0
callsync,0.2.3
calmate,0.13.0
calmr,0.8.1
calms,1.0-3
calpassapi,0.0.3
CalSim,0.5.4
camcorder,0.1.0
CaMeA,0.1.2
CamelRatiosIndex,1.0.0
CamelUp,2.0.3
camerondata,1.0.0
campaignmanageR,0.1.0
campfin,1.0.11
campsis,1.8.2
campsismod,1.3.2
camsRad,0.3.0
camtrapdp,0.5.0
camtrapR,3.0.4
canadamaps,0.1
canadianmaps,2.0.0
canaper,1.0.1
cancensus,0.6.1
CancerEvolutionVisualization,2.0.1
cancerGI,1.0.1
CancerGram,1.0.0
cancerR,0.1.1
cancerradarr,3.0.0
candisc,1.1.1
CANE,0.1.1
Canek,0.2.5
CanonicalFamilyExtra,1.0.0
canprot,2.0.0
canpumf,0.5.2
cansim,0.4.4
canvasXpress,1.59.5
canvasXpress.data,1.34.2
CAOP.RAA.2024,0.0.5
caper,1.0.4
capesData,0.0.1
capesR,0.1.0
capitalR,1.3.0
capl,1.42
caplot,0.2
CaPO4Sim,0.2.1
capr,0.2.0
Capsule,0.2.0
captain,1.2.0
capushe,1.1.3
capybara,2.1.0
car,3.1-5
caracas,2.1.1
caradpt,0.1.0
caRamel,1.5
carat,2.2.1
CARBayes,6.1.1
CARBayesdata,3.0
CARBayesST,4.0
carbondata,0.1.0
carbondate,1.1.0
carbonpredict,2.0.1
carbonr,0.2.7
carcass,1.9
card,0.1.1
card.pro,2.3.0
cardargus,0.2.4
carData,3.0-6
CardiacDP,0.4.2
cardidates,0.4.9
cardinalR,1.0.6
CardioCurveR,1.0.0
CardioDataSets,0.2.0
cards,0.8.1
cardx,0.3.4
care,1.1.11
care4cmodel,1.0.3
caRecall,0.1.0
CareDensity,0.1.0
careless,1.2.2
caresid,0.1
caret,7.0-1
caretEnsemble,4.0.2
caretForecast,0.1.3
caretMultimodal,1.0.0
caretSDM,1.8.3
carfima,2.0.2
cargo,0.4.9
caribou,1.1-1
CarletonStats,2.2
Carlson,3.0.0
CARM,2.0.0
CARME,0.1.1
CARMS,1.0.1
caROC,0.1.5
caroline,1.1.1
carpenter,0.2.3
carrier,0.3.0.4
CARRoT,3.0.2
carsAlgo,0.5.0
carSurv,1.0.0
cartograflow,1.0.5
cartogram,0.3.0
cartogramR,1.5-1
cartographer,0.2.2
cartographr,0.2.5
