Package,Version
RESET,1.0.0
resevol,0.4.0.4
reshape,0.8.10
reshape2,1.4.5
RESI,1.3.2
RESIDE,0.3.2
ResidentialEnergyConsumption,1.1.0
resilience,2025.1.1
ResIN,2.3.1
ResIndex,0.1.0
ResistorArray,1.0-32
resizableSplitLayout,0.1.1
reslife,0.2.1
resLIK,0.1.2
reslr,0.2.0
resmush,1.0.2
resourcecode,0.5.4
resourcecodedata,1.0.0
resourcer,1.5.1
ResourceSelection,0.3-6
ResPBIBD,0.1.0
RespirAnalyzer,1.0.2
respirometry,2.0.2
respondeR,0.1.0
responsePatterns,0.1.1
respR,2.3.4
resquin,0.1.1
RESS,1.3
restatapi,0.25.0
restatis,0.4.1
restaurant,0.1.0
restez,2.1.5
restfulr,0.0.17
restimizeapi,1.0.0
RESTK,1.0.2
RestoreNet,1.0.1
restrictR,0.1.0
restriktor,0.6-50
RestRserve,1.2.4
result,0.1.0
resultcheck,0.2.1
ResultModelManager,0.6.2
resumer,0.0.5
resumiR,1.0.2
ReSurv,1.0.0
retel,0.1.1
rethinker,2.0.0
rethnicity,0.2.7
reticulate,1.46.0
retimer,0.1.3
retistruct,0.8.1
retmort,1.0.0
retriever,0.2.1
retrodesign,0.2.2
retroharmonize,0.2.8
retrosheet,1.1.7
retry,0.1.1
reval,3.1-0
ReVAMP,1.0.1
revdbayes,1.5.7
revealedPrefs,0.4.2
revealjs,0.10.0
reveneraR,1.0.1
reverseR,0.2
revert,1.0.0
RevGadgets,1.2.1
ReviewR,2.3.10
revise,0.1.0
reviser,0.1.1
revpref,0.1.0
RevSD,0.1.1
revss,3.1.0
Revticulate,1.0.0
revtools,0.4.1
rewie,0.1.0
rex,1.2.2
rexer,1.0.0
REXoplanets,0.1.2
rexpokit,0.26.6.15
rextendr,0.5.0
rextor,1.1.0
Rfacebook,0.6.15
rfacebookstat,2.14.0
rfacts,0.2.1
RFAE,0.1.0
rfair,0.1.0
rFAMS,0.0.3
rfars,2.0.4
Rfast,2.1.5.2
Rfast2,0.1.5.6
RFclust,0.1.2
rFDP,0.1.1
RfEmpImp,2.1.8
rFerns,6.0.0
rFIA,1.1.4
rfieldclimate,0.1.1
RFIF,1.0.2
rfinterval,1.0.0
rfishbase,5.0.3
RFishBC,0.2.7
rfisheries,0.2
Rfit,0.27.0
rflexscan,1.2.0
RFlocalfdr,0.9
RFlocalfdr.data,0.0.3
RFLPtools,2.0
rflsgen,1.2.2
rfm,0.4.0
RFmerge,0.3-3
RFmstate,0.1.2
Rfmtool,5.0.4
rfoaas,2.3.3
RFOC,3.4-14
rFocal,1.0
rfold,0.2.0
Rfolding,1.0
rfordummies,0.1.6
Rforestry,0.11.1.0
rformat,0.2.0
RFormatter,0.1.1
rfPermute,2.5.5
RFplus,1.5-4
RFPM,1.1
Rfractran,1.0.1
rfriend,3.2.0
rFSA,0.9.6
rFUSION,0.1
Rfuzzycoco,0.1.0
Rfuzzydid,1.1.2
rfVarImpOOB,1.0.3
rfvimptest,0.1.4
rfviz,1.0.1
rgabriel,0.9
RGAN,0.1.1
RGAP,0.1.1
rgbif,3.8.5
rgbIndices,0.1.1
RGBM,1.0-11
Rgbp,1.1.4
RGCCA,3.0.3
RGCxGC,1.2.0
RGE,1.0
rgee,1.1.8
rgeedim,0.4.0
rgen,0.0.1
RGenData,1.0
RGENERATE,1.3.8
RGENERATEPREC,1.3.2
RGenetics,0.1
rgenius,0.1.0
rgenoud,5.9-0.11
rgeoda,0.1.1
RGeode,0.1.0
rgeomorphon,0.3.0
rgeomstats,0.0.1
rgeopat2,0.4.1
RGF,1.1.1
Rgff,0.1.7
RGIFT,0.1-7
rgl,1.3.36
rgl.cry,0.1.1
rgl2gltf,1.0.7
rglobi,0.3.4
Rglottography,1.2.0
Rglpk,0.6-5.1
rglplus,1.3
rgm,1.2.1
rgml0,0.0.1
RGMM,2.1.0
RGN,1.0.0
rgnoisefilt,1.1.3
rgnparser,0.3.0
Rgof,3.3.0
rgoogleads,0.14.1
RGoogleAnalyticsPremium,0.1.1
rgoogleclassroom,1.0.0
RGoogleFit,0.4.0
RgoogleMaps,1.5.3
rgph,0.1.0
rgplates,0.6.1
rgraph6,2.0-5
RGraphics,3.0-2
RGraphSpace,1.4.1
rgrass,0.5-3
RGreenplum,0.1.2
RGremlinsConjoint,0.9.1
rGroovy,1.3
rgsp,0.2.0
rgsrs,0.1.0
rgTest,0.1
rgtmx,0.1.4
rgugik,0.4.2
rGV,0.0.6
rgw,0.3.0
RH2,0.2.5
rhandsontable,0.3.8
RHawkes,1.0
RHC,0.1.0
RHclust,3.0.0
rhcoclust,2.0.0
rheroicons,1.0.0
rhierbaps,1.1.4
rhino,1.12.0
rhmc,1.0.0
RHMS,1.7
rhnerm,1.1
rhoneycomb,2.3.4
rhoR,1.3.1
rhosa,0.3.0
RHPCBenchmark,0.1.0
RhpcBLASctl,0.23-42
RHRT,1.0.1
RHRV,5.0.0
RHSDB,0.2.0
rhub,2.0.1
RHybridFinder,0.2.0
rhymer,1.2.4
rhype,0.3.0
ri2,0.4.1
RI2by2,1.4
RIA,1.7.2
rIACI,1.0.0
riAFTBART,0.3.3
rib,0.30.4
ribd,1.7.1
RIbench,1.0.2
ribiosArg,1.5.0
ribiosGraph,1.1.0
ribiosIO,1.1.0
ribiosMath,1.2.0
ribiosPlot,1.3.0
ribiosUtils,1.7.7
ricci,0.1.1
rice,2.2.0
ricegeneann,1.0.2
riceidconverter,1.1.1
riceware,0.4
richCluster,1.0.2
Ricrt,0.1.0
rict,0.0.1
ricu,0.6.3
rid,0.0.1
RIdeogram,0.2.2
ridge,3.3
ridgeBART,1.0.2
ridgetorus,1.0.3
ridgregextra,0.1.1
ridigbio,0.4.1
riem,1.0.0
Riemann,0.1.7
RiemBase,0.2.6
riemtan,0.2.5
Riex,1.0.2
rifreg,1.1.0
RIFS,0.1.6
rifttable,0.7.2
Rigma,0.3.0
rigr,1.0.10
riingo,0.3.1
Rilostat,2.5.0
rim,0.8.1
RImageJROI,0.1.3
RImagePalette,0.1.1
RImpact,1.0
rimu,0.6
rinat,0.1.10
rineq,0.3.0
rinet,0.1.1
ring,1.0.8
ringbp,1.0.0
ringostat,0.1.5
ringSeg,0.1.0
RInside,0.2.19
RInSp,1.2.5
rintcal,1.4.1
rintimg,0.1.0
rintrojs,0.3.4
rio,1.3.0
rioja,1.0-7
rioplot,1.1.2
rip.opencv,0.3-1
ripc,1.0.0
ripserr,1.0.0
rirods,0.2.0
Rirt,0.0.2
RISCA,1.0.7
rise,1.0.4
rIsing,0.1.0
Risk,1.0
risk.assessr,4.1.1
riskclustr,0.4.1
riskCommunicator,1.0.1
riskdiff,0.3.0
RiskMap,1.0.0
riskmetric,0.2.7
riskParityPortfolio,0.2.2
RiskPortfolios,2.1.7
riskPredictClustData,0.2.6
riskRegression,2026.03.11
risks,0.4.3
riskscores,1.2.3
RiskScorescvd,0.3.1
risksetROC,1.0.4.1
riskSimul,0.1.2
riskutility,0.1.0
RiskyCNV,0.1.0
riskyr,0.5.0
RISmed,2.3.0
Rita,1.2.0
ritalic,0.12.0
Ritc,1.3
RITCH,0.1.30
ritis,1.0.0
RItools,0.3-5
riv,2.0-5
RiverBuilder,0.1.1
riverconn,0.3.31
riverdist,0.17.1
rivernet,1.2.3
Rivivc,0.9.1
rivnet,0.6.0
rivr,1.2-3
RivRetrieve,0.1.9
rix,0.18.2
rixpress,0.12.3
rjade,0.1.1
rjaf,0.1.3
RJafroc,2.1.2
rjags,4-17
RJalaliDate,0.1.0
rJava,1.0-18
rJavaEnv,0.3.0
rjd3bench,3.1.2
rjd3jars,0.0.4
rjd3production,1.1.0
rjd3providers,3.7.1
rjd3toolkit,3.7.1
rjd3tramoseats,3.7.1
rjd3workspace,3.7.1
rjd3x13,3.7.1
rjd3xjars,0.1.0
RJDBC,0.2-10
RJDemetra,0.2.8
rjdmarkdown,0.2.2
rjdqa,0.1.6
rjdworkspace,1.2.0
rje,1.12.1
rjqpd,0.2.3
RJSDMX,3.9.0
rjson,0.2.23
rjsoncons,1.3.3
RJSONIO,2.0.5
RJSplot,2.7
rjstat,0.4.3
rjtools,1.0.18.1
rjuliabugs,0.1.0
rjwsacruncher,0.2.3
rkaf,0.1.0
rkafkajars,1.2
RKaggle,0.1.1
RKEA,0.0-6
RKEAjars,5.0-4
RKEELdata,1.0.5
RKelly,1.0
rKenyaForex,0.1.0
rKIN,1.0.4
RkMetrics,1.3
rKolada,0.3.1
rKOMICS,1.3
RKorAPClient,1.2.1
rkriging,1.0.2
rkt,1.7
RKUM,0.1.1.1
rkvo,0.1
Rlab,4.5.1
Rlabkey,3.5.0
rLakeAnalyzer,1.11.4.1
rLakeHabitat,1.0.2
rlandfire,2.0.2
rlang,1.3.0
rlcv,1.0.0
rLDCP,1.0.2
rle,0.10.0
RLeafAngle,1.0
rleafmap,0.2.1
rlecuyer,0.3-8
rlemon,0.2.1
RLescalation,1.0.3
rless,0.1.1
rlfsm,1.1.2
rLFT,1.0.1
Rlgt,0.2-3
Rlibeemd,1.4.4
Rlibkdv,1.1
rlibkriging,1.0-0
rLifting,1.0.0
rliger,2.2.1
Rlinkedin,0.2
rlinkedinads,0.2.0
Rlinsolve,0.3.3
rlist,0.4.6.2
rlistings,0.2.13
rlmstudio,0.2.2
Rlof,1.1.3
rlog,0.2.0
RLogicalOps,0.1
RLoptimal,1.2.2
rlowdb,0.2.0
rlppinv,2.0.0
RLRsim,3.1-9
RLT,3.2.6
rLTP,0.1.4
RLumCarlo,0.1.10
RLumModel,0.2.11
RLumShiny,0.2.7
rly,1.7.8
RM.weights,2.0
RM2006,0.1.1
rmacrostrat,1.0.0
RMaCzek,1.6.1
rmake,1.2.2
RMallow,1.1
Rmalschains,0.2-11
rmangal,2.2.2
rmapshaper,0.6.1
rmapzen,0.5.1
rmarchingcubes,0.1.4
rmargint,2.0.3
RMariaDB,1.3.5
RMark,3.0.8
rmarkdown,2.31
rmass2,0.0.0.2
RMAT,0.2.0
rmatio,0.19.0
RMAWGEN,1.3.9.3
rmBayes,0.1.16
RMCC,0.1.2
RMCDA,0.3.1
rmcfs,1.3.6
RMCLab,0.1.0
rmcmc,0.1.2
rmcorr,0.7.0
rmdcev,1.3.0
RmdConcord,0.3
rmdd,0.0.0.1
rmdfiltr,0.1.5
rmdformats,1.0.4
rmdHelpers,1.3.1
rmdpartials,0.6.5
rmdplugr,0.4.1
rmdwc,0.3.1
rMEA,1.2.2
RmecabKo,0.1.6.2
RMediation,1.5.0
RMeDPower2,1.0.2
rmedsem,1.0.0
rmerec,0.1.1
rmet,0.1.0
rmeta,3.0
rmetalog,1.0.3
rmfanova,0.1.0
RMFM,1.1.0
Rmfrac,1.0.0
rmgarch,1.4-2
rMIDAS,1.0.1
rMIDAS2,0.1.1
rminer,1.5.0
rminqa,0.3.1
rmio,0.4.0
Rmisc,1.5.1
Rmixmod,2.1.10
RMixpanel,0.7-1
RMixtComp,4.1.5
RMixtCompIO,4.0.12
RMixtCompUtilities,4.1.6
RMKdiscrete,0.2
rmlnomogram,0.1.2
RMLPCA,0.0.1
RMM,0.1.0
RMOA,1.1.0
RMOAjars,1.2.0
Rmodule,1.0
Rmoji,0.1.0
Rmolt,1.0.0
rmon,1.1.0
Rmonize,2.0.0
rmonocypher,0.1.8
rmoo,0.3.2
RMOPI,1.1
rMosaic,0.1.3
Rmosek,1.3.5
rMOST,1.0.1
rmp,2.2
Rmpfr,1.1-2
Rmpi,0.7-3.4
rmpw,0.0.6
rms,8.1-1
rmsb,1.1-2
rmsBMA,0.1.2
RMSD,0.1.1
RMSDp,0.1.1
rmsfact,0.0.3
rmsfuns,1.0.0.1
rmsMD,1.0.1
RMSNumpress,1.0.1
RMSS,1.2.4
rmstBayespara,0.1.0
rmstcompsens,0.1.5
RMSTpowerBoost,1.0.3
rmt,1.0
RMT4DS,0.0.1
RMThreshold,1.1
RMTL,1.0.0
RMTstat,0.3.2
rMultiNet,0.1
rmumps,5.2.1-43
rmutil,1.1.10
RMVL,1.1.0.3
rMVP,1.4.6
rmweather,0.2.63
RMX,0.1-7
RMySQL,0.11.3
rmzqc,0.7.0
rnaCrosslinkOO,0.1.4
rnames,1.0.1
RNAmf,1.1.4
Rnanoflann,0.0.3
RNAseqNet,0.1.5
RNAseqQC,0.2.1
rnassqs,0.6.3
rnaturalearth,1.2.0
rnaturalearthdata,1.0.0
Rnaught,0.1.0
RnavGraphImageData,0.0.4
rnbp,0.2.2
RNCEP,1.0.11
rncl,0.8.9
RND,1.2
rNeighborGWAS,1.2.5
rNeighborQTL,1.1.2
RNentropy,1.2.3
rneos,0.4-1
Rnest,1.3
rnetcarto,0.2.6
RNetCDF,2.11-1
RNetLogo,1.0-4
RNewsflow,1.2.8
RNeXML,2.4.11
RNGforGPD,1.1.0
rngtools,1.5.2
rngWELL,0.10-10
RNifti,1.9.0
RNiftyReg,2.8.5
Rnightly,0.1.0
rnmamod,0.5.0
Rnmr1D,1.3.2
rnn,1.9.1
rnndescent,0.2.0
rnnmf,0.3.0
RNOmni,1.0.1.2
rnpn,1.4.2
rnr,0.2.1
rnrfa,2.1.0.7
Rnumerai,3.0.1
Rnvd3,1.0.0
roadDB,0.1.0
roadoi,0.7.3
roads,1.2.1
roahd,1.4.3
roam,0.1.0
ROAuth,0.9.6
rob,0.1.0
RobAStBase,1.2.7
RobAStRDA,1.2.2
robber,0.2.4
robcat,0.2
robCompositions,2.6.0
robcor,0.1-6.1
robcp,0.3.10
roben,0.1.2
RobExtremes,1.3.2
robfilter,4.1.6
robflreg,1.3
RobGARCHBoot,1.2.0
robin,2.0.0
RobinCar,1.2.0
RobinCar2,0.2.3
RobinCID,1.0.0
RobinHood,1.7.0
robis,2.11.3
RobKF,1.0.2
RobLox,1.2.3
RoBMA,4.0.0
robmed,1.3.0
robmedExtra,0.1.1
robmixglm,1.2-8
RobMixReg,1.1.3
robnptests,1.1.0
roboBayes,1.3
robomit,1.0.7
ROBOSRMSMOTE,1.0.0
robotoolbox,1.6.2
robotstxt,0.7.15
RobPC,1.4
RobPer,1.2.3
robqda,1.0
robRatio,0.1.0
robreg3S,0.3-1
robregcc,1.1
RobRegression,0.1.0
RoBSA,1.0.4
robscale,0.5.4
robsel,0.1.0
robservable,0.2.2
robslopes,1.1.4
RobStatTM,1.0.11
robStepSplitReg,2.0.0
robsurvey,0.7-3
RoBTT,1.3.1
robumeta,2.1
robust,0.7-5
robust.prioritizr,1.1.0
robust2sls,0.2.3
RobustAdaptiveDecomposition,0.1.0
RobustAFT,1.4-10
RobustANOVA,0.3.0
robustarima,0.2.7
robustbase,0.99-7
RobustBayesianCopas,2.0
robustbetareg,0.3.1
RobustBF,0.2.0
RobustCalibration,0.5.6
robustDA,1.2
robustDIF,0.2.0
robusTest,1.1.0
robustETM,1.0
robustfa,1.2-0
RobustFlow,0.1.1
robustGarch,0.4.2
RobustGaSP,0.6.8
robustHD,0.8.4
RobustIV,0.3.1
RobustLinearReg,1.2.0
robustlm,0.1.0
robustlmm,3.4-5
RobustLPA,0.1.0
robustmatrix,0.1.5
RobustMediate,0.1.1
robustmeta,1.2-1
RobustMetrics,0.1.1
RobustPrediction,0.1.7
robustrank,2024.1-28
RobustRankAggreg,1.2.1
robustrao,1.0-5
robustreg,0.1-11
robustSFA,0.2.0
robustsur,0.0-8
robustT2,0.1.0
robusttseq,0.1.0
robustvarComp,0.1-7
robustX,1.2-8
robvis,0.3.1
Robyn,3.12.1
ROCaggregator,1.0.1
rocbc,3.2.0
rocc,1.3
roccv,1.2
rOCEAN,1.0
ROCFTP.MMS,1.0.1
ROCit,2.1.2
rock,0.9.6
rockchalk,1.8.164
rocker,0.3.2
ROCket,1.0.3
RockFab,1.2.1
rockr,1.0.0
rockx,0.1.0
roclab,0.1.4
roclang,0.2.3
ROCModels,1.0.0
ROCnGO,0.1.0
rocNIT,1.0
rocnp,0.1.0
ROCnReg,1.0-9
rococo,1.1.10
ROCpsych,1.4
ROCR,1.0-12
rocrateR,0.1.0
ROCS,1.4
ROCSI,0.1.0
ROCsurvcomp,0.1.2
rocsvm.path,0.1.0
rocTools,0.1.3
rocvb,0.1.0
RODBC,1.3-26.1
RODBCDBI,0.1.1
rodd,0.2-1
rODE,0.99.6
rodeo,0.9.2
rofanova,1.0.1
roger,1.5-1
Rogue,2.2.1
ROI,1.0-2
ROI.format.cbf,0.1-0
ROI.models.globalOptTests,1.1-2
ROI.models.miplib,1.0-0
ROI.models.netlib,1.1-2
ROI.plugin.alabama,1.0-2
ROI.plugin.clarabel,0.3
ROI.plugin.cplex,0.3-0
ROI.plugin.deoptim,1.0-2
ROI.plugin.ecos,1.0-2
ROI.plugin.glpk,1.0-0
ROI.plugin.highs,1.0-4
ROI.plugin.ipop,1.0-0
ROI.plugin.lpsolve,1.0-2
ROI.plugin.msbinlp,1.0-1
ROI.plugin.neos,1.0-2
ROI.plugin.nloptr,1.0-1
ROI.plugin.optimx,1.0-1
ROI.plugin.osqp,1.0-2
ROI.plugin.qpoases,1.0-3
ROI.plugin.quadprog,1.0-1
ROI.plugin.scs,1.1-2
ROI.plugin.symphony,1.0-0
ROKET,1.0.0
rolap,2.5.2
rolescry,0.1.0
roll,1.2.1
rollama,0.3.0
rollbar,0.1.0
rolldown,0.2
rolleigen,1.0.0
rollinglda,0.1.4
rollout,0.1.0
rollshap,1.0.1
rollup,0.1.0
rollupTree,0.4.1
roloc,0.1-2
rolocISCCNBS,0.1
rolog,0.9.28
ROlogit,0.1.3
rolr,1.0.0
RolWinMulCor,1.2.0
RolWinWavCor,0.4.0
ROMDB,0.1.0
RoME,0.2.3
Romeb,0.1.2
romic,1.3.3
Romney,0.1.0
ronfig,0.0.10
Rook,1.2.1
ROOPSD,0.3.9
ROOT,0.1.1
RootscanR,0.0.1
RootsExtremaInflections,1.2.5
rootSolve,1.8.2.4
rope,1.0
ropenblas,0.4.0
ROpenCVLite,4.130.0
ROpenDota,0.1.2
ROpenFIGI,0.2.8
ropensecretsapi,1.0.1
ROpenWeatherMap,1.1
roperators,1.4.0
ropercenter,0.3.2
Ropj,0.3-6
ROptEst,1.3.5
roptim,0.1.7
ROptimus,3.0.0
roptions,1.0.3
ROptSpace,0.2.4
ROracle,1.5-1
rorcid,0.7.0
roroph,0.1.1
rorqual.morpho,0.1.1
rosario,0.1.1
ROSE,0.0-4
roseRF,0.1.0
rosm,0.3.1
rosmium,0.1.0
rospca,1.1.1
rosv,0.5.1
rotasym,1.2.0
rotationForest,0.1.3
rotations,1.6.6
rotatogram,0.1.3
rotio,0.1.0
rotl,3.1.1
rotor,0.3.7
rotulador,1.0.0
roughnet,1.0.1
RoughSets,1.3-8
roughsf,1.0.0
round,0.21-0.2
RoundAndRound,0.0.1
roundhouse,0.0.2
roundr,1.0.0
roundRobinR,1.0.1
roundwork,0.0.1
roundyh,0.1.0
routing,1.1.0
routr,2.0.0
roxigraph,0.1.2
roxut,0.4.0
roxy.shinylive,1.0.0
roxygen2,8.0.0
roxygen2md,1.0.1
roxyglobals,1.0.0
roxylint,0.1.0
roxytest,0.0.2
roxytypes,0.1.2
rPACI,0.2.2
rPackedBar,0.2.2
rpact,4.4.0
Rpadrino,0.0.5
rPAex,1.0.5
rpaleoclim,1.1.0
rPandas,0.1.4
rpanel,1.1-6.3
rPanglaoDB,0.2.1
Rparadox,0.2.2
rpart,4.1.27
rpart.LAD,0.1.3
rpart.plot,3.1.4
rpartScore,1.0-2
RPatternJoin,1.0.0
rPBK,0.2.5
rpc,2.0.3
rpca,0.2.3
Rpcop,1.2.3
rpcss,0.1.1
Rpdb,2.4.5
rPDBapi,3.0.1
RPDTest,0.0.2
RPEGLMEN,1.1.4
RPEIF,1.2.5
RPEnsemble,0.5
RPESE,1.2.7
RPesto,0.1.4
RPEXE.RPEXT,0.0.2
rpf,1.0.15
rpgconn,0.3.2
RPhosFate,2.0.1
rphylo,0.1.1
Rphylopars,0.3.10
rphylopic,1.6.0
rpinterest,0.3.1
RPIV,1.1.0
rplanes,0.1.0
rplec,0.1.3
rplotengine,1.0-9
RplotterPkg,0.1.5
rpls,0.6.0
rplum,1.0.0
rpm,0.7-4
RPMG,2.2-7
RPMM,1.25
rpmodel,1.2.3
rpms,0.5.1
rpnf,1.0.5
RPointCloud,0.9.1
Rpolyhedra,0.6.0
Rpoppler,0.1-3
rportfolio,0.0.3
rpostgis,1.6.0
RPostgres,1.4.10
RPostgreSQL,0.7-8
rPowerSampleSize,1.0.2
RPPanalyzer,1.4.9
RPPASPACE,1.0.10
rpql,0.8.3
rPraat,1.3.2-1
rPref,1.5.0
RPregression,0.1.0
RPresto,1.4.8
rprime,0.1.3
rprintf,0.2.1
RprobitB,1.2.0
RProbSup,3.0
Rprofet,3.1.1
rprofile,0.4.0
rprojroot,2.1.1
rprojtree,1.0.0
RProtoBuf,0.4.27
RPscoring,0.1.0
rpsftm,1.2.9
RPtests,0.1.5
rptR,0.9.23
rPublic,1.0.0
RPublica,0.1.3
RPushbullet,0.3.5
rpyANTs,0.0.6
RPyGeo,1.0.0
rpymat,0.1.9
rqcanon,0.1.0
rQCC,2.22.12
rqdatatable,1.3.3
RQdeltaCT,1.3.3
RQEntangle,0.1.3
rqlm,4.3-2
rqPen,4.2
rQSAR,1.0.0
rqti,1.2.1
Rquake,2.5-1
rqualify,1.0.2
RQuantLib,0.4.27
Rquefts,1.2-8
rquery,1.4.99
rquest,1.0.5
rquiz,1.0.0
rr,1.4.2
rr2,1.1.1
Rramas,0.1-8
rrandvec,1.0.0
rrapply,1.2.8
rrat,1.0.0
Rraven,1.0.16
rrBLUP,4.6.3
RRBoost,0.2
rrcov,1.7-7
rrcov3way,0.6-1
rrcovHD,0.3-1
rrcovNA,0.5-3
rrda,0.2.3
Rrdap,1.0.7
rredlist,1.1.1
rrefine,2.1.0
rreg,0.2.1
rregm,1.2
rrepast,0.8.0
Rrepest,1.6.14
rres,1.1
RRF,1.9.4.1
RRgeo,0.0.6
RRI,1.1
rriskDistributions,2.1.2
rrMixture,0.1-2
RRMLRfMC,0.4.0
RRmorph,0.0.2
RRNA,1.2
rrnni,0.1.1
rroad,0.0.5
rrobot,0.1.3
rrpack,0.1-14
RRphylo,3.0.2
RRPP,2.2.0
rrr,1.0.0
RRreg,0.7.6
RRRR,1.1.1
rrscale,1.0
rrstools,1.1.0
rrtable,0.3.4
RRTCS,0.0.4
rrum,0.2.2
RSA,0.10.8
RSADBE,1.0
rsae,0.3
rSAFE,0.1.4
RSAGA,1.4.2
Rsagacmd,0.4.3
rsample,1.3.2
Rsampling,0.1.1
rsamplr,0.2.0
RSAtools,0.1.2
rsatscan,1.0.10
RSBJson,1.1.2
RSC,2.0.5
rSCA,3.1
RSCAT,1.1.3
rscc,0.2.1
RScelestial,1.0.4
RSclient,0.7-12
rsconnect,1.10.0
rscontract,0.1.2
rscopus,0.9.0
rscorecard,0.33.0
RSD,0.2.0
RSDA,3.2.5
RSDC,1.1-2
rsdepth,0.1-22
rSDI,0.2.2
RSDK,1.0.1
rsdmx,0.6-5
rsdNE,1.3.0
rSDR,1.0.3.0
rsdv,0.2.0
RSE,1.3
rSEA,2.1.2
Rsearch,1.0.0
rseedcalc,1.3
rsei,0.1.0
RSEIS,4.2-4
RSelenium,1.7.10
rsem,0.5.1
RSentiment,2.2.2
Rserve,1.8-19
rsf,0.3.0
rSFA,1.5
Rsfar,0.0.1
Rsgf,1.0.0
rsgl,0.1.0
rshift,3.1.2
rsi,0.3.3
rsides,0.1
RSiena,1.6.6
RsimdDispatch,0.1.1
rsimsum,0.13.1
rsinaica,1.2.0
rsixel,0.0.4
RSizeBiased,0.1.0
RSKC,2.4.2
rskey,0.4.19
rslp,0.2.0
rslurm,0.6.2
rsm,2.10.6
RSmallTelescopes,1.0.4
RSmartlyIO,0.1.3
rsmatch,0.2.1
rsmatrix,0.2.10
Rsmlx,2024.1.0
rsnell,0.1
RSNNS,0.4-18
RSO,1.0.0
rsocialwatcher,0.1.1
rsocsim,1.9.18
rsofun,5.1.0
rsoi,0.5.8
Rsolnp,2.0.1
rsolr,0.0.14
Rsomoclu,1.7.7
RSP,0.5
rspa,0.2.8
rspacer,0.3.1
rSPARCS,0.1.1
rsparkling,0.2.19
rsparse,0.5.3
Rspc,1.2.2
rSPDE,2.5.2
rspdlite,0.1.0-1
RSpectra,0.16-2
rSpectral,1.0.0.16
RSpincalc,1.0.2
rspiro,0.5
rspm,0.7.0
Rspotify,0.1.2
rsppfp,1.0.4
rsprite2,0.2.1
rsq,2.7
RSQL,0.2.2
RSQLite,3.53.3
RSQLite.toolkit,0.1.3
RSqlParser,1.5
RsqMed,1.1
RSquaredMI,0.2.0
rSRD,0.2.0
Rssa,1.1
RSSampling,1.0
RsSimulx,2024.1
RSSL,0.9.8
RSSOP,1.1
RSSRMR,0.1.0
RSStest,1.0
RSSthemes,1.0.0
rstac,1.0.1
rstack,1.0.1
rstackdeque,1.1.1
rstan,2.32.7
rstanarm,2.32.2
rstanbdp,0.0.3
rstanemax,0.1.10
rstantools,2.6.0
RStanTVA,0.3.2
RStata,1.1.2
rstatix,1.0.0
Rstg,0.0.1
rstiefel,1.0.1
RStoolbox,1.0.2.2
rstpm2,1.7.1
RSTr,1.1.4
rStrava,1.3.4
rstream,1.3.7
rstudio.prefs,0.1.9
rstudioapi,0.19.0
rstudiothemes,1.1.2
Rsubbotools,0.0.1
rsubgroup,1.1
rsurface,1.1.0
Rsurrogate,3.2
rsurv,0.0.2
rsurveycto,0.2.6
rsurvstat,0.1.4
rsvd,1.0.5
rsvddpd,1.0.1
rsvg,2.7.0
rswipl,10.1.9
Rsymphony,0.1-33
rsyncrosim,2.1.13
rsyntax,0.1.4
rsynthbio,4.2.0
rsyslog,1.0.3
rt,1.1.0
rt.test,1.18.7.9
rt3,0.1.2
rTableICC,1.0.9
rtables,0.6.16
rtables.officer,0.1.2
rtabulator,0.1.2
Rtauchen,1.0
RTaxometrics,3.2.1
RTCC,0.1.1
rTCRBCRr,0.1.1
RTD,0.4.2
RTDE,0.2-2
rtdists,0.11-6
rtemis,1.2.7
rtemis.a3,0.5.3
rtemis.core,0.3.1
rtemis.llm,0.8.1
rtemps,0.8.0
rTensor,1.5.0
rTephra,0.1
rtern,0.1.2
rtestim,1.0.2
RTextTools,1.4.3
RTFA,0.1.0
rtForecastEval,0.1.0
rTG,1.0.4
rtgstat,0.3.6
Rthingsboard,0.2.7
rticles,0.27
rticulate,2.2.0
rtiddlywiki,0.5.2
rtide,0.0.11
rtika,3.2.3
rtiktokads,0.3.4
rtiktoken,0.0.7
Rtinycc,0.1.10
rtip,1.1.1
rtist,1.0.0
rtk,0.2.7
RTL,1.3.9
RTLknitr,1.1.1
rtlr,0.1.0
rTLS,0.2.6.1
RTMB,1.9
RTMBdist,1.0.4
rtmpinv,2.0.0
rtmpinvi,2.0.0
rtmpt,2.0-3
rtms,0.2.0
rtmsEcho,0.2.4
Rtnmin,2016-7.7
rtodoist,0.4.0
rtoot,1.0.0
rtop,0.6-17
rTPC,1.1.0
rtpcr,2.1.8
Rtrack,2.0.4
RTransferEntropy,0.2.21
rtransparency,1.0.0
rtrees,2.0.2
rtrek,0.5.2
rtrend,0.1.5
rtrends,0.1.0
RTriangle,1.6-0.15
rtrim,2.3.1
rTRIPLEXCWFlux,0.2.0
rTRNG,4.23.1-5
Rtropical,1.2.1
rtry,1.1.0
rts,1.1-14
rts2,1.0.3
RTSA,0.2.2
RtsEva,1.1.0
Rtsne,0.17
rtson,1.3
Rttf2pt1,1.3.14
Rtumblr,0.1.1
Rtwalk,2.0.1
rTwig,1.4.0
Rtwobitlib,0.3.10
rtype,0.1-1
rtypeform,2.1.1
rucrdtw,0.1.7
rugarch,1.5-5
